 (-3.129752235956149526e-14+1.876858824260853746e-10j), (-1.622997883003866052e-21+2.299650294270097275e-18j), (-1.173956080370607992e-19+1.507403907714461488e-16j), (-1.622997883003866052e-21+2.299650294270097275e-18j), (-3.129750389133396018e-14+1.876858480042241861e-10j), (-1.423586377626532833e-19+2.051289325912509303e-16j), (-1.173956080370607992e-19+1.507403907714461488e-16j), (-1.423586377626532833e-19+2.051289325912509303e-16j), (-3.765391666080772504e-12+3.951149606736223720e-09j)
 (-4.682846819562340501e-14+2.295787042436353723e-10j), (-2.428204745169854065e-21+2.812949362990509308e-18j), (-1.770221238206500918e-19+1.843865251422632585e-16j), (-2.428204745169854065e-21+2.812949362990509308e-18j), (-4.682844056272973407e-14+2.295786621385699815e-10j), (-2.146818708362596290e-19+2.509149447961657040e-16j), (-1.770221238206500918e-19+1.843865251422632585e-16j), (-2.146818708362596290e-19+2.509149447961657040e-16j), (-5.633910426467457600e-12+4.833072038442262702e-09j)
 (-7.006642225645961307e-14+2.808222994006243359e-10j), (-3.632944284772785248e-21+3.440820688759871755e-18j), (-2.665345393105583226e-19+2.255426044643612632e-16j), (-3.632944284772785248e-21+3.440820688759871755e-18j), (-7.006638091110376930e-14+2.808222478974131878e-10j), (-3.232645877011201633e-19+3.069205848977750246e-16j), (-2.665345393105583226e-19+2.255426044643612632e-16j), (-3.232645877011201633e-19+3.069205848977750246e-16j), (-8.429651297564351415e-12+5.911843935061035570e-09j)
 (-1.048358757455775360e-13+3.435038248107925493e-10j), (-5.435470664628851575e-21+4.208837662764506238e-18j), (-4.008259157068271049e-19+2.758848130780679327e-16j), (-5.435470664628851575e-21+4.208837662764506238e-18j), (-1.048358138831466849e-13+3.435037618117046798e-10j), (-4.861722428971394825e-19+3.754268571196391700e-16j), (-4.008259157068271049e-19+2.758848130780679327e-16j), (-4.861722428971394825e-19+3.754268571196391700e-16j), (-1.261273058872734262e-11+7.231401920915964328e-09j)
 (-1.568591674310609928e-13+4.201763037898177772e-10j), (-8.132417142328733981e-21+5.148281761356952961e-18j), (-6.021977967140371812e-19+3.374634358656287442e-16j), (-8.132417142328733981e-21+5.148281761356952961e-18j), (-1.568590748701674761e-13+4.201762267288962748e-10j), (-7.304560301569150832e-19+4.592238428882357190e-16j), (-6.021977967140371812e-19+3.374634358656287442e-16j), (-7.304560301569150832e-19+4.592238428882357190e-16j), (-1.887158532334980547e-11+8.845488277927771547e-09j)
 (-2.346982616206104838e-13+5.139626091921333270e-10j), (-1.216761791874530867e-20+6.297416562879219652e-18j), (-9.040072718009400330e-19+4.127863010335868808e-16j), (-1.216761791874530867e-20+6.297416562879219652e-18j), (-2.346981231276052217e-13+5.139625149306869040e-10j), (-1.096593044731933303e-18+5.617242659570760326e-16j), (-9.040072718009400330e-19+4.127863010335868808e-16j), (-1.096593044731933303e-18+5.617242659570760326e-16j), (-2.823626742348787883e-11+1.081983855087233732e-08j)
 (-3.511638678968206039e-13+6.286826550285356455e-10j), (-1.820515033166394343e-20+7.703045994537143273e-18j), (-1.356185646007109027e-18+5.049208381481453520e-16j), (-1.820515033166394343e-20+7.703045994537143273e-18j), (-3.511636606785700349e-13+6.286825397272994254e-10j), (-1.645151335291305413e-18+6.871024364549658022e-16j), (-1.356185646007109027e-18+5.049208381481453520e-16j), (-1.645151335291305413e-18+6.871024364549658022e-16j), (-4.224795021590250411e-11+1.323485653905135022e-08j)
 (-5.254238117155274095e-13+7.690089757870595597e-10j), (-2.723863019199027237e-20+9.422420198540492106e-18j), (-2.033432347425955706e-18+6.176188539448983171e-16j), (-2.723863019199027237e-20+9.422420198540492106e-18j), (-5.254235016680518091e-13+7.690088347498374171e-10j), (-2.466766897083590229e-18+8.404640482179217154e-16j), (-2.033432347425955706e-18+6.176188539448983171e-16j), (-2.466766897083590229e-18+8.404640482179217154e-16j), (-6.321253154606028408e-11+1.618888471318830453e-08j)
 (-7.861576433896452158e-13+9.406570278259527744e-10j), (-4.075474317873780501e-20+1.152556652210027252e-17j), (-3.047486651372302940e-18+7.554691227871564998e-16j), (-4.075474317873780501e-20+1.152556652210027252e-17j), (-7.861571794854238679e-13+9.406568553083583397e-10j), (-3.697014182091080793e-18+1.028053831269116379e-15j), (-3.047486651372302940e-18+7.554691227871564998e-16j), (-3.697014182091080793e-18+1.028053831269116379e-15j), (-9.458004224152666698e-11+1.980220158946715752e-08j)
 (-1.176276653512713143e-12+1.150617959449525689e-09j), (-6.097792098908353636e-20+1.409813992027816320e-17j), (-4.565441327427599064e-18+9.240837324563611399e-16j), (-6.097792098908353636e-20+1.409813992027816320e-17j), (-1.176275959402695710e-12+1.150617748425004283e-09j), (-5.538634716053643851e-18+1.257509372713359374e-15j), (-4.565441327427599064e-18+9.240837324563611399e-16j), (-5.538634716053643851e-18+1.257509372713359374e-15j), (-1.415122375523415854e-10+2.422190581349186159e-08j)
