 (-1.823199460676045558e-09+4.452503540580656110e-08j), (4.996177688638963203e-17-2.306238623181394908e-16j), (3.077196600332477493e-17-3.499617206246631754e-17j), (4.996177688638963203e-17-2.306238623181394908e-16j), (-1.841836835676301819e-09+4.562033791261069374e-08j), (-2.983409551749097976e-16-1.351618803662729432e-16j), (3.077196600332477493e-17-3.499617206246631754e-17j), (-2.983409551749097976e-16-1.351618803662729432e-16j), (-1.841837155674425958e-09+4.562033827169996205e-08j)
 (-2.429687546572686896e-09+5.138590804470466996e-08j), (6.671712895707096032e-17-2.648354766741954133e-16j), (4.115641689870739420e-17-3.925324305222822703e-17j), (6.671712895707096032e-17-2.648354766741954133e-16j), (-2.454521109385148897e-09+5.265040170635108840e-08j), (-3.981091908301230364e-16-1.620795534234972697e-16j), (4.115641689870739420e-17-3.925324305222822703e-17j), (-3.981091908301230364e-16-1.620795534234972697e-16j), (-2.454521535729460216e-09+5.265040211492014367e-08j)
 (-3.237220899589117048e-09+5.929216365242722836e-08j), (8.897833000064499062e-17-3.036271507766083037e-16j), (5.495242986589918474e-17-4.360251348219464595e-17j), (8.897833000064499062e-17-3.036271507766083037e-16j), (-3.270301888708676880e-09+6.075185260680296131e-08j), (-5.308740230108402421e-16-1.962306161094062494e-16j), (5.495242986589918474e-17-4.360251348219464595e-17j), (-5.308740230108402421e-16-1.962306161094062494e-16j), (-3.270302456577360683e-09+6.075185306923657545e-08j)
 (-4.311899978629176316e-09+6.839674650756214525e-08j), (1.185084164871978436e-16-3.473487838671117124e-16j), (7.324603664943463445e-17-4.776867662218942104e-17j), (1.185084164871978436e-16-3.473487838671117124e-16j), (-4.355951930492295045e-09+7.008156179725317911e-08j), (-7.073872660438741382e-16-2.403185977281238164e-16j), (7.324603664943463445e-17-4.776867662218942104e-17j), (-7.073872660438741382e-16-2.403185977281238164e-16j), (-4.355952686571322533e-09+7.008156231686808171e-08j)
 (-5.741138074040063201e-09+7.887156952650717464e-08j), (1.576081657001559086e-16-3.962225481529100388e-16j), (9.744960130848614373e-17-5.128551952839433265e-17j), (1.576081657001559086e-16-3.962225481529100388e-16j), (-5.799771962919406344e-09+8.081592507462067089e-08j), (-9.418058691817048879e-16-2.982844276320718115e-16j), (9.744960130848614373e-17-5.128551952839433265e-17j), (-9.418058691817048879e-16-2.982844276320718115e-16j), (-5.799772969070324179e-09+8.081592565257956023e-08j)
 (-7.640210133555976234e-09+9.090799386430672531e-08j), (2.092621804962446121e-16-4.502338759929475180e-16j), (1.293869858781763470e-16-5.339145492321359850e-17j), (2.092621804962446121e-16-4.502338759929475180e-16j), (-7.718204361992836570e-09+9.315140166637955713e-08j), (-1.252702768109146477e-15-3.759122730105527141e-16j), (1.293869858781763470e-16-5.339145492321359850e-17j), (-1.252702768109146477e-15-3.759122730105527141e-16j), (-7.718205700009229103e-09+9.315140229996176340e-08j)
 (-1.016056526895924634e-08+1.047161424541816422e-07j), (2.773117933575352273e-16-5.089615306350248558e-16j), (1.713915516064272778e-16-5.287266370810800792e-17j), (2.773117933575352273e-16-5.089615306350248558e-16j), (-1.026422699063992994e-08+1.073038828372692130e-07j), (-1.664329271006227092e-15-4.817365277973686602e-16j), (1.713915516064272778e-16-5.287266370810800792e-17j), (-1.664329271006227092e-15-4.817365277973686602e-16j), (-1.026422876836641334e-08+1.073038835171660426e-07j)
 (-1.350018377633947711e-08+1.205222843345641672e-07j), (3.666495424733841146e-16-5.713211375828818436e-16j), (2.264111193742384145e-16-4.782783078322094555e-17j), (3.666495424733841146e-16-5.713211375828818436e-16j), (-1.363780982307246116e-08+1.235061204841656270e-07j), (-2.208155217266892041e-15-6.283816129519518948e-16j), (2.264111193742384145e-16-4.782783078322094555e-17j), (-2.208155217266892041e-15-6.283816129519518948e-16j), (-1.363781218216953041e-08+1.235061211903136487e-07j)
 (-1.791613992625551966e-08+1.385631795529167529e-07j), (4.834195075612377576e-16-6.351853735928017329e-16j), (2.981056691443586340e-16-3.532460236000021143e-17j), (4.834195075612377576e-16-6.351853735928017329e-16j), (-1.809859549925403255e-08+1.420020957302605389e-07j), (-2.924685029433873487e-15-8.345310874784165443e-16j), (2.981056691443586340e-16-3.532460236000021143e-17j), (-2.924685029433873487e-15-8.345310874784165443e-16j), (-1.809859862487554107e-08+1.420020964255168817e-07j)
 (-2.373923943164573182e-08+1.590758304416115656e-07j), (6.351892133922666829e-16-6.968310932355695305e-16j), (3.909088238325935302e-16-1.089611866098599840e-17j), (6.351892133922666829e-16-6.968310932355695305e-16j), (-2.398066861179818134e-08+1.630367598384194745e-07j), (-3.865489568300642645e-15-1.127775206091626147e-15j), (3.909088238325935302e-16-1.089611866098599840e-17j), (-3.865489568300642645e-15-1.127775206091626147e-15j), (-2.398067274435294603e-08+1.630367604591015542e-07j)
 (-3.139001447639431490e-08+1.822805748152802291e-07j), (8.310279343673943884e-16-7.501626535352553587e-16j), (5.099994227978008191e-16+3.217794136193760051e-17j), (8.310279343673943884e-16-7.501626535352553587e-16j), (-3.170868515713686566e-08+1.868390659703284070e-07j), (-5.095287531926283612e-15-1.548666420740159623e-15j), (5.099994227978008191e-16+3.217794136193760051e-17j), (-5.095287531926283612e-15-1.548666420740159623e-15j), (-3.170869060606026288e-08+1.868390664123265042e-07j)
 (-4.139431391974316581e-08+2.083549892233957565e-07j), (1.081378384137327083e-15-7.856588326534532109e-16j), (6.610900629273655419e-16+1.038656185858228597e-16j), (1.081378384137327083e-15-7.856588326534532109e-16j), (-4.181357611760028447e-08+2.135957413026081212e-07j), (-6.693734352311025621e-15-2.156343721559510928e-15j), (6.610900629273655419e-16+1.038656185858228597e-16j), (-6.693734352311025621e-15-2.156343721559510928e-15j), (-4.181358327660125176e-08+2.135957414014332816e-07j)
 (-5.439503618218224505e-08+2.373959037573979182e-07j), (1.397540950893871162e-15-7.890158827741168405e-16j), (8.498804762520431794e-16+2.187329960225414335e-16j), (1.397540950893871162e-15-7.890158827741168405e-16j), (-5.494433082774349721e-08+2.434130863588907763e-07j), (-8.756313071485197821e-15-3.036064721152945272e-15j), (8.498804762520431794e-16+2.187329960225414335e-16j), (-8.756313071485197821e-15-3.036064721152945272e-15j), (-5.494434019020521352e-08+2.434130858618133028e-07j)
 (-7.115410265003062244e-08+2.693674638974028116e-07j), (1.790505965068740468e-15-7.395459207543335499e-16j), (1.080942586831333784e-15+3.976644252923176140e-16j), (1.790505965068740468e-15-7.395459207543335499e-16j), (-7.186989262135324716e-08+2.762647381743197992e-07j), (-1.139337588279642880e-14-4.308799500968568365e-15j), (1.080942586831333784e-15+3.976644252923176140e-16j), (-1.139337588279642880e-14-4.308799500968568365e-15j), (-7.186990479337633845e-08+2.762647367028968854e-07j)
 (-9.253573293036949758e-08+3.040354228211645921e-07j), (2.268791995378257984e-15-6.085378990148111471e-16j), (1.355706984224877546e-15+6.699310697170212225e-16j), (2.268791995378257984e-15-6.085378990148111471e-16j), (-9.346213959061928702e-08+3.119256180186601365e-07j), (-1.472602645716407959e-14-6.142545860090481111e-15j), (1.355706984224877546e-15+6.699310697170212225e-16j), (-1.472602645716407959e-14-6.142545860090481111e-15j), (-9.346215529770216995e-08+3.119256150208420296e-07j)
