7.656112677777162730e-23,5.413273673302803535e-17,7.887527323668065295e-17,5.413273673302803535e-17,5.413329939686801472e-17,5.305709681859527276e-17,7.887527323668065295e-17,5.305709681859527276e-17,5.359465924219655306e-17
7.594907895044605376e-23,1.732138796080180976e-16,2.507577556583594644e-16,1.732138796080180976e-16,1.732131419350996487e-16,1.664321131958104857e-16,2.507577556583594644e-16,1.664321131958104857e-16,1.698236572663190361e-16
7.489937614643416350e-23,6.383622068369049016e-16,9.223122061795700938e-16,6.383622068369049016e-16,6.383607644602415916e-16,6.097998990983566244e-16,9.223122061795700938e-16,6.097998990983566244e-16,6.240822489583436531e-16
7.314388512454119595e-23,1.046164233410839756e-15,1.512449039316492187e-15,1.046164233410839756e-15,1.046162416420177396e-15,1.001209327731751828e-15,1.512449039316492187e-15,1.001209327731751828e-15,1.023688276168743175e-15
7.022336024840802510e-23,1.325415052146677536e-15,1.916180166254560482e-15,1.325415052146677536e-15,1.325413056209249435e-15,1.268522182278030075e-15,1.916180166254560482e-15,1.268522182278030075e-15,1.296970258892562552e-15
6.535019910343585671e-23,1.493965542682758079e-15,2.159298731826614165e-15,1.493965542682758079e-15,1.493963504969731883e-15,1.428684062809468194e-15,2.159298731826614165e-15,1.428684062809468194e-15,1.461326477803343116e-15
5.752749984796393676e-23,1.576702124967676399e-15,2.278881390827693581e-15,1.576702124967676399e-15,1.576700166570667552e-15,1.507825754496359707e-15,2.278881390827693581e-15,1.507825754496359707e-15,1.542265548263423815e-15
4.536594510180976062e-23,1.591432326976191312e-15,2.300157887500826602e-15,1.591432326976191312e-15,1.591430583882757008e-15,1.521862115217687603e-15,2.300157887500826602e-15,1.521862115217687603e-15,1.556648646115000862e-15
2.811217740865822160e-23,1.540658364652950279e-15,2.227132069690083356e-15,1.540658364652950279e-15,1.540657021397209744e-15,1.474043489833727595e-15,2.227132069690083356e-15,1.474043489833727595e-15,1.507352025017449563e-15
8.001800270068766521e-24,1.414658006609504385e-15,2.045615238340175091e-15,1.414658006609504385e-15,1.414657321594835837e-15,1.354756756563771536e-15,2.045615238340175091e-15,1.354756756563771536e-15,1.384707942899457220e-15
8.658866342655269815e-25,1.192688058468973642e-15,1.723682518884724600e-15,1.192688058468973642e-15,1.192688369390877855e-15,1.140155744751136028e-15,1.723682518884724600e-15,1.140155744751136028e-15,1.166421691307515869e-15
4.750540748735713511e-23,8.471893520513319926e-16,1.224861991987704444e-15,8.471893520513319926e-16,8.471909656291991957e-16,8.109070697995945529e-16,1.224861991987704444e-15,8.109070697995945529e-16,8.290471044157843656e-16
2.800122284700600929e-22,3.958465013923669621e-16,5.723914690742573802e-16,3.958465013923669621e-16,3.958492735100904833e-16,3.790903574266190716e-16,5.723914690742573802e-16,3.790903574266190716e-16,3.874669006873779720e-16
9.236253657899144231e-22,1.923713106224042840e-17,2.938627681145643450e-17,1.923713106224042840e-17,1.923932727990968120e-17,2.165191478863466280e-17,2.938627681145643450e-17,2.165191478863466280e-17,2.044467391267018338e-17
