1.795190740964268e-06,1.795190740964268e-06,1.795190740964268e-06
1.7951882294770665e-06,1.7951882294770665e-06,1.7951882294770665e-06
1.7951844717046498e-06,1.7951844717046498e-06,1.7951844717046498e-06
1.7951788492026692e-06,1.7951788492026692e-06,1.7951788492026692e-06
1.7951704366399847e-06,1.7951704366399847e-06,1.7951704366399847e-06
1.7951578495196262e-06,1.7951578495196262e-06,1.7951578495196262e-06
1.795139016347064e-06,1.795139016347064e-06,1.795139016347064e-06
1.7951108377636216e-06,1.7951108377636216e-06,1.7951108377636216e-06
1.7950686765913366e-06,1.7950686765913366e-06,1.7950686765913366e-06
1.7950055949499978e-06,1.7950055949499978e-06,1.7950055949499978e-06
1.7949112131009438e-06,1.7949112131009438e-06,1.7949112131009438e-06
1.794770002669248e-06,1.794770002669248e-06,1.794770002669248e-06
1.7945587343813293e-06,1.7945587343813293e-06,1.7945587343813293e-06
1.794242662591139e-06,1.794242662591139e-06,1.794242662591139e-06
1.7937698238424795e-06,1.7937698238424795e-06,1.7937698238424795e-06
1.7930625227479606e-06,1.7930625227479606e-06,1.7930625227479606e-06
1.7920046299179454e-06,1.7920046299179454e-06,1.7920046299179454e-06
1.7904226594789105e-06,1.7904226594789105e-06,1.7904226594789105e-06
1.788057641451637e-06,1.788057641451637e-06,1.788057641451637e-06
1.7845234483378814e-06,1.7845234483378814e-06,1.7845234483378814e-06
1.7792453587522852e-06,1.7792453587522852e-06,1.7792453587522852e-06
1.7713701675396855e-06,1.7713701675396855e-06,1.7713701675396855e-06
1.7596361777978086e-06,1.7596361777978086e-06,1.7596361777978086e-06
1.7421885165323292e-06,1.7421885165323292e-06,1.7421885165323292e-06
1.7163241406567537e-06,1.7163241406567537e-06,1.7163241406567537e-06
1.6781558500280876e-06,1.6781558500280876e-06,1.6781558500280876e-06
1.622204463445882e-06,1.622204463445882e-06,1.622204463445882e-06
1.540979159456264e-06,1.540979159456264e-06,1.540979159456264e-06
1.424710883446683e-06,1.424710883446683e-06,1.424710883446683e-06
1.2615786916642869e-06,1.2615786916642869e-06,1.2615786916642869e-06
1.038973601147176e-06,1.038973601147176e-06,1.038973601147176e-06
7.463836905091799e-07,7.463836905091799e-07,7.463836905091799e-07
3.799440912614842e-07,3.799440912614842e-07,3.799440912614835e-07
-5.276973822033325e-08,-5.276973822033325e-08,-5.2769738220332776e-08
-5.308779276126272e-07,-5.308779276126272e-07,-5.308779276126272e-07
-1.0242686428226535e-06,-1.0242686428226535e-06,-1.0242686428226533e-06
-1.5029104806255632e-06,-1.5029104806255632e-06,-1.5029104806255632e-06
-1.9461297348772076e-06,-1.9461297348772076e-06,-1.9461297348772076e-06
-2.3462990552254145e-06,-2.3462990552254145e-06,-2.3462990552254145e-06
-2.705926324622304e-06,-2.705926324622304e-06,-2.705926324622304e-06
-3.031598467837725e-06,-3.031598467837725e-06,-3.031598467837725e-06
-3.3290686872594284e-06,-3.3290686872594284e-06,-3.3290686872594284e-06
-3.6015977678891834e-06,-3.6015977678891834e-06,-3.6015977678891834e-06
-3.850824574648668e-06,-3.850824574648668e-06,-3.850824574648667e-06
-4.0780931517310904e-06,-4.0780931517310904e-06,-4.0780931517310904e-06
-4.2849613269713115e-06,-4.2849613269713115e-06,-4.2849613269713115e-06
-4.473069849904804e-06,-4.473069849904804e-06,-4.473069849904804e-06
-4.643977370764178e-06,-4.643977370764178e-06,-4.643977370764178e-06
-4.799135550732319e-06,-4.799135550732319e-06,-4.799135550732319e-06
-4.9399013565810605e-06,-4.9399013565810605e-06,-4.9399013565810605e-06
-5.067538199155396e-06,-5.067538199155396e-06,-5.067538199155396e-06
-5.18321592442809e-06,-5.18321592442809e-06,-5.18321592442809e-06
-5.288013439419577e-06,-5.288013439419577e-06,-5.288013439419577e-06
-5.3829225159721475e-06,-5.3829225159721475e-06,-5.3829225159721475e-06
-5.468852301018427e-06,-5.468852301018427e-06,-5.468852301018427e-06
-5.546634270517102e-06,-5.546634270517102e-06,-5.546634270517102e-06
-5.6170273940901334e-06,-5.6170273940901334e-06,-5.6170273940901334e-06
-5.680723339127779e-06,-5.680723339127779e-06,-5.680723339127779e-06
-5.7383515902576496e-06,-5.7383515902576496e-06,-5.7383515902576496e-06
-5.79048439733883e-06,-5.79048439733883e-06,-5.79048439733883e-06
-5.837641494096013e-06,-5.837641494096013e-06,-5.837641494096013e-06
-5.880294551600539e-06,-5.880294551600539e-06,-5.880294551600539e-06
-5.918871347359996e-06,-5.918871347359996e-06,-5.918871347359996e-06
-5.95375964293936e-06,-5.95375964293936e-06,-5.95375964293936e-06
-5.985310771764642e-06,-5.985310771764642e-06,-5.985310771764642e-06
-6.013842944841369e-06,-6.013842944841369e-06,-6.013842944841369e-06
-6.039644286189002e-06,-6.039644286189002e-06,-6.039644286189002e-06
-6.0629756123512996e-06,-6.0629756123512996e-06,-6.062975612351299e-06
-6.08407297178549e-06,-6.08407297178549e-06,-6.08407297178549e-06
-6.103149960564278e-06,-6.103149960564278e-06,-6.103149960564278e-06
-6.120399830878056e-06,-6.120399830878056e-06,-6.120399830878056e-06
-6.135997408476484e-06,-6.135997408476484e-06,-6.135997408476484e-06
-6.150100834571764e-06,-6.150100834571764e-06,-6.150100834571764e-06
-6.162853146938714e-06,-6.162853146938714e-06,-6.162853146938714e-06
-6.174383714060918e-06,-6.174383714060918e-06,-6.174383714060918e-06
-6.184809535240072e-06,-6.184809535240072e-06,-6.184809535240072e-06
-6.194236418643614e-06,-6.194236418643614e-06,-6.194236418643614e-06
-6.2027600483395984e-06,-6.2027600483395984e-06,-6.2027600483395984e-06
-6.2104669504743036e-06,-6.2104669504743036e-06,-6.2104669504743036e-06
-6.217435367898427e-06,-6.217435367898427e-06,-6.217435367898427e-06
-6.223736051747941e-06,-6.223736051747941e-06,-6.223736051747941e-06
