 (3.123778096313465519e-06+4.063357934805755576e-09j), (3.123790915422251250e-06+4.063398444495693881e-09j), (6.045029036160707155e-06+1.110214979100838844e-08j)
 (3.123665890334406899e-06+1.556639394337282504e-08j), (3.123678710920897511e-06+1.556654909899694745e-08j), (6.044629090478738758e-06+4.252990043722831466e-08j)
 (3.122021363838804467e-06+5.957659470828496778e-08j), (3.122034206065370743e-06+5.957718664060106317e-08j), (6.038769872068183268e-06+1.626868881776870481e-07j)
 (3.098393979061807704e-06+2.248899871263314733e-07j), (3.098407127928483605e-06+2.248921210775764011e-07j), (5.955108425362126408e-06+6.094515349409741956e-07j)
 (2.832138233229025900e-06+7.209308608472069931e-07j), (2.832153820666114703e-06+7.209348742535085267e-07j), (5.079461133959244237e-06+1.788028241574199535e-06j)
 (1.871911490080353982e-06+1.236101069810443742e-06j), (1.871926069427857559e-06+1.236105229446526044e-06j), (2.799806078324919393e-06+2.223508233184711713e-06j)
 (5.758392352623473633e-07+1.408434295067189547e-06j), (5.758656324639382804e-07+1.408452630161344160e-06j), (8.777757213168358553e-07+1.804679331707254240e-06j)
 (-6.757742902752105005e-07+1.206276548999825248e-06j), (-6.756484364838679776e-07+1.209058490733702457e-06j), (-4.067234386508321207e-07+1.209163110545990041e-06j)
 (-1.563537937823364958e-06+7.427928494430719309e-07j), (-1.562794496869324986e-06+8.516412081906293268e-07j), (-1.153987219393323980e-06+8.521569820437261564e-07j)
 (-2.175486323564498976e-06+4.640566398535873130e-07j), (-2.173278053520451686e-06+5.692598101473909349e-07j), (-1.643173993373380165e-06+5.701851421393055322e-07j)
 (-2.602955901979190326e-06+2.130607905381328001e-07j), (-2.600440784387186644e-06+2.737182617043594423e-07j), (-1.957696706515413225e-06+2.753582356144217670e-07j)
 (-2.703876693326622797e-06+6.668314178202393376e-08j), (-2.703524732155022241e-06+8.374116431114796572e-08j), (-2.030661358670964552e-06+8.460179029845663628e-08j)
 (-2.715544749635011810e-06+1.995317061663573521e-08j), (-2.715515644848226080e-06+2.333890254285220257e-08j), (-2.041986147706649024e-06+2.358680735495417197e-08j)
