5.184322556715848e-09,5.220814098468335e-09
6.341497137270097e-09,6.386133810580721e-09
7.756958730432853e-09,7.811558553507125e-09
9.488356684435874e-09,9.555143442236416e-09
1.1606206305928103e-08,1.1687900097873785e-08
1.419675915054216e-08,1.4296687129504773e-08
1.7365512751214514e-08,1.7487744546289924e-08
2.1241501489839738e-08,2.1391014791892086e-08
2.5982541098250195e-08,2.6165424091039107e-08
3.178163622290673e-08,3.2005334985989697e-08
3.8874804395302335e-08,3.914842514072161e-08
4.755062110187275e-08,4.7885299164065644e-08
5.8161849159151273e-08,5.857119904950692e-08
7.11395793018389e-08,7.164024284530835e-08
8.701037245387823e-08,8.762268493832697e-08
1.0641694571821001e-07,1.0716574280740667e-07
1.3014295953678917e-07,1.3105854981855616e-07
1.5914239584757996e-07,1.6026172405753835e-07
1.9457377805424428e-07,1.9594179984305373e-07
2.378389106615766e-07,2.395101868194444e-07
2.906246167664801e-07,2.9266510502616127e-07
3.549436110250525e-07,3.5743257274514765e-07
4.3316629126023605e-07,4.3619811437386313e-07
5.280274581234081e-07,5.317129880353631e-07
6.425787189658544e-07,6.470453293285991e-07
7.800361312088452e-07,7.854251903353099e-07
9.43442110314592e-07,9.49901672062839e-07
1.1350251917559796e-06,1.1426947880086931e-06
1.3551223462011325e-06,1.3641062584588215e-06
1.6005841699850877e-06,1.6109109976544088e-06
1.8628228699053982e-06,1.8743951904328126e-06
2.1262009179643245e-06,2.1387514798091655e-06
2.3681957600358303e-06,2.3812820798897237e-06
2.563026653096381e-06,2.5760972802223513e-06
2.689002226410273e-06,2.7015334046112494e-06
2.7366043089763746e-06,2.7482447829147395e-06
2.712074173598949e-06,2.722709755425976e-06
2.6335819444010754e-06,2.643285635524934e-06
2.522607904298601e-06,2.5315259026413416e-06
2.396244457017239e-06,2.4044986785438143e-06
2.26422822667403e-06,2.2718809641589387e-06
2.1305142500028308e-06,2.137587588835417e-06
1.996592200715529e-06,2.0031032932229902e-06
1.8637794916357428e-06,1.8697577039785997e-06
1.7336725189018303e-06,1.739155341093222e-06
1.6077157864978493e-06,1.6127379209677018e-06
1.4869328831887177e-06,1.4915223323098361e-06
1.371978718197989e-06,1.3761628055630246e-06
1.2632509481582878e-06,1.2670642655362557e-06
1.160957905278068e-06,1.1644405415649456e-06
1.0651603900639822e-06,1.0683521443544126e-06
9.758163807758902e-07,9.787409641413857e-07
8.927965058250756e-07,8.954594565736615e-07
8.158876209372657e-07,8.182943415708904e-07
7.448369074482839e-07,7.469858271117048e-07
6.794113502944671e-07,6.812430506242147e-07
6.193850662350207e-07,6.207563487591315e-07
5.64476612027669e-07,5.652068902860146e-07
5.143455181841076e-07,5.142741323017798e-07
4.687041490244719e-07,4.676414926281712e-07
4.273825144834072e-07,4.2500057110242075e-07
3.902202443970649e-07,3.860541994582106e-07
3.5689903592710347e-07,3.505185533478451e-07
3.269567079498438e-07,3.181245202861788e-07
2.999826374935801e-07,2.886184833185117e-07
2.7577130306098087e-07,2.617626514057763e-07
2.542508863109946e-07,2.3733504325994816e-07
2.3524575357550202e-07,2.1512921105801897e-07
2.182985993287579e-07,1.9495377356508936e-07
2.0271392163242344e-07,1.766318142090055e-07
1.8775168346390924e-07,1.6000018812817032e-07
1.7291119732299985e-07,1.4490877277235104e-07
1.581351144605589e-07,1.3121968893647543e-07
1.4341698237516837e-07,1.1880651285971747e-07
1.2877814590176654e-07,1.0755349497939499e-07
1.1429108252416596e-07,9.735479688168967e-08
1.0012242549447462e-07,8.811375476255467e-08
8.654448514698396e-08,7.974217515413656e-08
7.3876991793566e-08,7.215966666146491e-08
6.239215064205258e-08,6.529300988815877e-08
5.225023215153204e-08,5.907556652377703e-08
