 (1.908252361113982993e-05+9.817196004049408396e-07j), (2.075965970365333397e-05+1.093116963354902972e-06j), (2.225561236722367733e-05+1.371417742845283291e-06j)
 (1.906521119873864087e-05+1.166381586732139574e-06j), (2.074704618796076373e-05+1.298700425412913006e-06j), (2.224462919693430957e-05+1.629222114129297428e-06j)
 (1.904078683238229008e-05+1.385585725922588616e-06j), (2.072924725833789647e-05+1.542717641710588650e-06j), (2.222912959573318940e-05+1.935142116014820749e-06j)
 (1.900634634908207149e-05+1.645662904801123424e-06j), (2.070414170807273620e-05+1.832197962233855448e-06j), (2.220726478435733876e-05+2.297923200014803952e-06j)
 (1.895781688899707070e-05+1.954016157984702806e-06j), (2.066875101494499884e-05+2.175351080686885229e-06j), (2.217643754532752065e-05+2.727741983802100059e-06j)
 (1.888950353121191954e-05+2.319242114742585155e-06j), (2.061890311554699147e-05+2.581693443826113166e-06j), (2.213300747562197863e-05+3.236332364790260480e-06j)
 (1.879347668927981667e-05+2.751222804712240513e-06j), (2.054877442372564101e-05+3.062136147328704921e-06j), (2.207188828023133169e-05+3.837043105265140629e-06j)
 (1.865876074754758477e-05+3.261149528953137890e-06j), (2.045027598732969225e-05+3.628988580671523462e-06j), (2.198600558926680766e-05+4.544758215134766995e-06j)
 (1.847029158901586989e-05+3.861414945886270369e-06j), (2.031225034163155080e-05+4.295802345713754804e-06j), (2.186558277027355468e-05+5.375569542620725741e-06j)
 (1.820763980808974181e-05+4.565271572969507077e-06j), (2.011945897248869911e-05+5.076936559043240817e-06j), (2.169723105160578828e-05+6.346032386171354184e-06j)
 (1.784356853433682533e-05+5.386102846773852195e-06j), (1.985138025155157329e-05+5.986667778889459562e-06j), (2.146285051008871335e-05+7.471762732124204777e-06j)
 (1.734264128825877072e-05+6.336091053557743921e-06j), (1.948092689497516071e-05+7.037603029461480539e-06j), (2.113841957551160566e-05+8.765067903926393456e-06j)
 (1.666035136840763583e-05+7.424015085973738032e-06j), (1.897336097068741211e-05+8.238110684452671514e-06j), (2.069289064722785204e-05+1.023129445332745095e-05j)
 (1.574361996796644472e-05+8.651923392922560607e-06j), (1.828595903670462297e-05+9.588529054979315263e-06j), (2.008764677622177188e-05+1.186374027921827077e-05j)
 (1.453391733337239970e-05+1.001061036537442894e-05j), (1.736934054837208040e-05+1.107617253428896999e-05j), (1.927730806989317550e-05+1.363749073047870694e-05j)
 (1.297439236595299081e-05+1.147433689138131695e-05j), (1.617166926562517331e-05+1.266979791523348079e-05j), (1.821300512528754376e-05+1.550357023333221988e-05j)
 (1.102164714424266179e-05+1.299620258241797902e-05j), (1.464678379270152345e-05+1.431529946003278962e-05j), (1.684925249098416928e-05+1.738624856325396987e-05j)
 (8.660520326998704958e-06+1.450682674275668712e-05j), (1.276611123163816248e-05+1.593564636571368444e-05j), (1.515470578477346364e-05+1.918737673688810280e-05j)
 (5.916706214006904507e-06+1.591966988652859054e-05j), (1.053162613607858437e-05+1.743836836486647722e-05j), (1.312488493412152899e-05+2.080053427191408795e-05j)
 (2.859598677282852123e-06+1.714487975021804870e-05j), (7.984086332462902132e-06+1.873163840259407811e-05j), (1.079187949209391616e-05+2.213312852317135998e-05j)
 (-4.097751390113972547e-07+1.810904841906607127e-05j), (5.200151874765303065e-06+1.974482480321841646e-05j), (8.224486618883187003e-06+2.312802270076202564e-05j)
 (-3.782506609088421281e-06+1.877280271350633434e-05j), (2.276556118054604189e-06+2.044438235123823851e-05j), (5.515321302230153180e-06+2.377350779418311032e-05j)
 (-7.165614883412911983e-06+1.913693400002840545e-05j), (-6.923505687536040202e-07+2.083654187807286090e-05j), (2.759093338633558361e-06+2.409627479231652355e-05j)
 (-1.049423820818967942e-05+1.923394933059868351e-05j), (-3.632498916436281513e-06+2.095602880101862494e-05j), (3.264458618296654721e-08+2.414303246822254389e-05j)
 (-1.372960614438571346e-05+1.911113135942615817e-05j), (-6.495912208817546202e-06+2.084880836958125216e-05j), (-2.614002828908470334e-06+2.396264073943947076e-05j)
 (-1.684961042995089786e-05+1.881515448999675560e-05j), (-9.255714617476366393e-06+2.055870514169864135e-05j), (-5.154464013025474680e-06+2.359694806896283300e-05j)
 (-1.984045398081080573e-05+1.838437399502278552e-05j), (-1.189733719325582187e-05+2.012220567851745229e-05j), (-7.576772776729165303e-06+2.308011253684835945e-05j)
 (-2.269279129004740439e-05+1.784831583516976384e-05j), (-1.441196655988001362e-05+1.956929670751406260e-05j), (-9.875153092072287917e-06+2.244134137584397561e-05j)
 (-2.540082962131756425e-05+1.723050102061479973e-05j), (-1.679398523007520345e-05+1.892591421447065939e-05j), (-1.204604455015477704e-05+2.170694916491307071e-05j)
 (-2.796196079042190496e-05+1.655126165625083956e-05j), (-1.904090323981545523e-05+1.821511170377584162e-05j), (-1.408769325996115712e-05+2.090065208456714604e-05j)
 (-3.037596029962180379e-05+1.582913207513711280e-05j), (-2.115343584478471397e-05+1.745666658691181128e-05j), (-1.600087012344889159e-05+2.004282812134817673e-05j)
 (-3.264398958794754183e-05+1.508094777327573577e-05j), (-2.313445599249038865e-05+1.666660676199353670e-05j), (-1.778876690306558804e-05+1.915006076924243960e-05j)
 (-3.476811458662711632e-05+1.432140780239450976e-05j), (-2.498746469658306602e-05+1.585800142485123732e-05j), (-1.945590499153051234e-05+1.823601049857960193e-05j)
 (-3.675183362437577453e-05+1.356255325615338604e-05j), (-2.671607944052090987e-05+1.504255611681067684e-05j), (-2.100722964284224548e-05+1.731321823432348397e-05j)
 (-3.860097426537124898e-05+1.281322683841064384e-05j), (-2.832477989809722920e-05+1.423128658281101990e-05j), (-2.244808488639647481e-05+1.639407081283030985e-05j)
 (-4.032345888856198962e-05+1.207892216864775705e-05j), (-2.981948910042614182e-05+1.343363573894163324e-05j), (-2.378440341977084349e-05+1.548990942536231444e-05j)
 (-4.192748494280321961e-05+1.136283207483795271e-05j), (-3.120691013596551356e-05+1.265643838748723461e-05j), (-2.502231006517900231e-05+1.460945570558913618e-05j)
 (-4.341972703075994817e-05+1.066812975882112997e-05j), (-3.249339621613207645e-05+1.190428924781900818e-05j), (-2.616753978884604244e-05+1.375837772266075572e-05j)
 (-4.480547817885789457e-05+9.999946217336002732e-06j), (-3.368482835938293665e-05+1.118095975975011163e-05j), (-2.722562827079377587e-05+1.294014791243902749e-05j)
 (-4.609050657853169380e-05+9.365067373863482792e-06j), (-3.478756496218648721e-05+1.049018955901638488e-05j), (-2.820280023226466094e-05+1.215692006510485491e-05j)
 (-4.728240753934057094e-05+8.769153008582429638e-06j), (-3.580902934027632484e-05+9.835105834063767033e-06j), (-2.910635530417592131e-05+1.140980273209269650e-05j)
 (-4.838986479885656314e-05+8.213767406688455419e-06j), (-3.675694723352319117e-05+9.217277499770531096e-06j), (-2.994380646150665272e-05+1.069921823369275982e-05j)
 (-4.942067143951659397e-05+7.695936884963821688e-06j), (-3.763799540885911816e-05+8.636728761827105940e-06j), (-3.072154493553194661e-05+1.002592969278037287e-05j)
 (-5.038068292500746752e-05+7.210622437703895407e-06j), (-3.845741964112105459e-05+8.092926688184538288e-06j), (-3.144446248911272060e-05+9.392018507878742829e-06j)
 (-5.127468934938658491e-05+6.753895740315619768e-06j), (-3.922007417011096476e-05+7.585543845312003911e-06j), (-3.211693379832128290e-05+8.800451759554671778e-06j)
 (-5.210803538482782930e-05+6.324472393541770199e-06j), (-3.993168862039434366e-05+7.114043918219672337e-06j), (-3.274405818924686805e-05+8.252889361443969835e-06j)
 (-5.288713165398851632e-05+5.923181642498063418e-06j), (-4.059889290464002389e-05+6.676530891896041300e-06j), (-3.333179198575249557e-05+7.747180959585612517e-06j)
 (-5.361836507499592350e-05+5.551310427301058727e-06j), (-4.122786813635509066e-05+6.269304203036668429e-06j), (-3.388580057273658070e-05+7.276879418617381387e-06j)
 (-5.430665026716471124e-05+5.208744594912918110e-06j), (-4.182291590961953752e-05+5.887894771573878135e-06j), (-3.441015922735733701e-05+6.833864745275798405e-06j)
 (-5.495512584924735577e-05+4.892677969798609548e-06j), (-4.238627340550409832e-05+5.528649286757739742e-06j), (-3.490710065411608073e-05+6.412403719875664617e-06j)
 (-5.556617335483794739e-05+4.597574591928202082e-06j), (-4.291920488964781681e-05+5.189231436793426258e-06j), (-3.537788088564832297e-05+6.011353908050244129e-06j)
 (-5.614253636425470631e-05+4.316395066123890825e-06j), (-4.342316367934495380e-05+4.867613849166686279e-06j), (-3.582374378380070941e-05+5.632781979571595247e-06j)
 (-5.668730337608762613e-05+4.042337211727531652e-06j), (-4.389988785755302941e-05+4.560836255027341730e-06j), (-3.624600987180001736e-05+5.278419228507805588e-06j)
 (-5.720279022870330022e-05+3.770578239488429581e-06j), (-4.435048966492839700e-05+4.264923554073359960e-06j), (-3.664534252218694984e-05+4.946762319769454908e-06j)
 (-5.768950342811880890e-05+3.499952767731903199e-06j), (-4.477461502048347682e-05+3.975975546709923454e-06j), (-3.702110667650862676e-05+4.632408175827669362e-06j)
 (-5.814623983106746962e-05+3.233461870255467259e-06j), (-4.517059518921445879e-05+3.691534538776753214e-06j), (-3.737157639772715367e-05+4.327655936777882358e-06j)
 (-5.857121369985280197e-05+2.976077664952120144e-06j), (-4.553646347878306843e-05+3.411335082126151423e-06j), (-3.769483701494762249e-05+4.025633143031026495e-06j)
 (-5.896315895632460213e-05+2.730938630820302415e-06j), (-4.587091168063814095e-05+3.136905289857849565e-06j), (-3.798957828929406014e-05+3.723276665148184971e-06j)
 (-5.932156421978667212e-05+2.497232905028506713e-06j), (-4.617348574178267961e-05+2.870330841800354901e-06j), (-3.825522262824844282e-05+3.422323898023437733e-06j)
 (-5.964620521873936575e-05+2.271483373408178734e-06j), (-4.644418912448859644e-05+2.613201394942323732e-06j), (-3.849158911722012975e-05+3.127986700540094029e-06j)
 (-5.993680772749712102e-05+2.050707376388801445e-06j), (-4.668319078010862999e-05+2.366579331677524729e-06j), (-3.869869656213645635e-05+2.846530950251390926e-06j)
 (-6.019338736664005078e-05+1.834814972440647384e-06j), (-4.689105905219931021e-05+2.131752866351846880e-06j), (-3.887701518332455542e-05+2.583122478513139231e-06j)
 (-6.041702085279652783e-05+1.627208064979823668e-06j), (-4.706929719281842281e-05+1.910635356377412791e-06j), (-3.902792479670238351e-05+2.340448610131306634e-06j)
 (-6.061037176796996932e-05+1.433750805683684224e-06j), (-4.722064772594511010e-05+1.705371077121791287e-06j), (-3.915392741547209856e-05+2.118219861685999963e-06j)
 (-6.077754647201567394e-05+1.260272332314417185e-06j), (-4.734887097575089408e-05+1.517775461980116992e-06j), (-3.925840782783183102e-05+1.913965722514625639e-06j)
 (-6.092339097828768823e-05+1.109662163565917333e-06j), (-4.745812894791898477e-05+1.348972031232399157e-06j), (-3.934509111826334910e-05+1.724979001530885689e-06j)
 (-6.105263687531913550e-05+9.805308986053742699e-07j), (-4.755231660844914227e-05+1.199031268736253536e-06j), (-3.941749068397045765e-05+1.550047215373814323e-06j)
 (-6.116923185806762684e-05+8.683922831562104305e-07j), (-4.763460220150417631e-05+1.066547960032498738e-06j), (-3.947854877005955613e-05+1.389679143021509398e-06j)
 (-6.127595650712820761e-05+7.682225441832941676e-07j), (-4.770724025125843142e-05+9.486392087728208326e-07j), (-3.953050329798170353e-05+1.244864306737706875e-06j)
 (-6.137428390476026840e-05+6.763282285192838181e-07j), (-4.777159292632076048e-05+8.418726672148653592e-07j), (-3.957491456368058327e-05+1.115546281344275498e-06j)
 (-6.146445814174331254e-05+5.908079391962929199e-07j), (-4.782829096521178038e-05+7.435657354252114601e-07j), (-3.961278467175308979e-05+9.999724096580532566e-07j)
 (-6.154582380586272696e-05+5.113526875909036199e-07j), (-4.787750120554893610e-05+6.523795555222979287e-07j), (-3.964473574917485731e-05+8.951438960067407990e-07j)
 (-6.161737676626303465e-05+4.387569710411539064e-07j), (-4.791925199386713838e-05+5.680947146520607865e-07j), (-3.967121387404769716e-05+7.978849687966256101e-07j)
 (-6.167835713031933720e-05+3.740812050193788455e-07j), (-4.795371857696975035e-05+4.910940682205468640e-07j), (-3.969266314673571103e-05+7.059238131062026572e-07j)
 (-6.172864741148145588e-05+3.178533576678708200e-07j), (-4.798137260501062759e-05+4.218664791074382854e-07j), (-3.970961884734355694e-05+6.184404410808259312e-07j)
 (-6.176885602056046145e-05+2.697771144278184324e-07j), (-4.800297295837266116e-05+3.606366135662862337e-07j), (-3.972271092248637017e-05+5.358910585697524663e-07j)
 (-6.180014532737830308e-05+2.289388536164692081e-07j), (-4.801945305790877085e-05+3.071697136634979358e-07j), (-3.973261112470710546e-05+4.594015012522120966e-07j)
 (-6.182395638841520734e-05+1.941994162089084517e-07j), (-4.803178401346261904e-05+2.607475846125506955e-07j), (-3.973996800128429995e-05+3.901594858135401319e-07j)
 (-6.184176040845243850e-05+1.644762823931314832e-07j), (-4.804086805639326682e-05+2.202935721930626676e-07j), (-3.974535856499721937e-05+3.290461817155068510e-07j)
 (-6.185489575238458716e-05+1.387233925235140170e-07j), (-4.804747961212435086e-05+1.846684703257920398e-07j), (-3.974926493247007465e-05+2.765375088085182795e-07j)
 (-6.186449135368610750e-05+1.154224696432435634e-07j), (-4.805224708283144242e-05+1.532514627344647918e-07j), (-3.975207149315587263e-05+2.328341883777160780e-07j)
