 (1.908252361113946401e-05+9.817190210562738261e-07j), (2.075965970365232770e-05+1.093116652800503749e-06j), (2.225561236722352148e-05+1.371417654249370941e-06j)
 (1.870879753855239898e-05+3.081768616488279715e-06j), (2.048687638047446018e-05+3.429621391836313684e-06j), (2.201792342454869607e-05+4.295989046803956561e-06j)
 (1.537587377667962301e-05+9.091157998201602084e-06j), (1.800845718977945757e-05+1.007026567347863741e-05j), (1.984271241730078841e-05+1.244116298108201467e-05j)
 (-4.097751387378852339e-07+1.810894891967705764e-05j), (5.200151874622560226e-06+1.974473714225829452e-05j), (8.224486618255964188e-06+2.312796088336063188e-05j)
 (-2.175782982632470231e-05+1.803605850727722407e-05j), (-1.358827379112285143e-05+1.976380806524891367e-05j), (-9.123046834564147659e-06+2.266531335683997486e-05j)
 (-3.738280659100705458e-05+1.330146798528657396e-05j), (-2.726537307581288876e-05+1.476121262591819279e-05j), (-2.149950743270812506e-05+1.699792449350550602e-05j)
 (-4.728240753114951839e-05+8.714295080483861310e-06j), (-3.580902933873769288e-05+9.780143248139214036e-06j), (-2.910635530717810423e-05+1.136596862441156209e-05j)
 (-5.337959473932282474e-05+5.511311588903426038e-06j), (-4.102214424720179703e-05+6.244255618906565200e-06j), (-3.370458525900321532e-05+7.296815101967261437e-06j)
 (-5.736825740628610228e-05+3.416571749698395968e-06j), (-4.449486958018962528e-05+3.909014226629020125e-06j), (-3.677328584084202552e-05+4.604469106083871591e-06j)
 (-5.993680772199352783e-05+1.811791681054194183e-06j), (-4.668319077864145373e-05+2.116381092709551658e-06j), (-3.869869656107797687e-05+2.583885535003503422e-06j)
 (-6.113157442226471294e-05+7.684519745930233202e-07j), (-4.760833768866728734e-05+9.480460984928296059e-07j), (-3.945930339824174740e-05+1.239866955128065310e-06j)
 (-6.169629239220831879e-05+2.937532410223081983e-07j), (-4.796366116335366782e-05+3.879830752651627590e-07j), (-3.969878481464419936e-05+5.607410385355153890e-07j)
 (-6.186449135332899841e-05+9.777592757690344798e-08j), (-4.805224708290088556e-05+1.317408832568736078e-07j), (-3.975207149324653226e-05+1.975852101327582527e-07j)
