 (-3.129756547714431040e-14+1.876858824261947951e-10j), (-1.620670454482722346e-21+2.299641148806975700e-18j), (-1.208973579819684017e-19+1.506369691273622852e-16j), (-1.620670454482722346e-21+2.299641148806975700e-18j), (-3.129754599480220481e-14+1.876858480043349508e-10j), (-1.466878335896393087e-19+2.051937325374320473e-16j), (-1.208973579819684017e-19+1.506369691273622852e-16j), (-1.466878335896393087e-19+2.051937325374320473e-16j), (-3.765394563707375705e-12+3.951149723010762422e-09j)
 (-4.682853270957973436e-14+2.295787042437166169e-10j), (-2.424897938059985427e-21+2.812937001295930830e-18j), (-1.808908844214583199e-19+1.842601449001134795e-16j), (-2.424897938059985427e-21+2.812937001295930830e-18j), (-4.682850355941672781e-14+2.295786621386552328e-10j), (-2.194794627387616749e-19+2.509943554329164290e-16j), (-1.808908844214583199e-19+1.842601449001134795e-16j), (-2.194794627387616749e-19+2.509943554329164290e-16j), (-5.633914761996222869e-12+4.833072180668907390e-09j)
 (-7.006651878441405885e-14+2.808222994006306948e-10j), (-3.628214060732747502e-21+3.440803885081208702e-18j), (-2.706551909155623197e-19+2.253881984638909265e-16j), (-3.628214060732747502e-21+3.440803885081208702e-18j), (-7.006647516893366225e-14+2.808222478974238377e-10j), (-3.283927832967974376e-19+3.070179382779961053e-16j), (-2.706551909155623197e-19+2.253881984638909265e-16j), (-3.283927832967974376e-19+3.070179382779961053e-16j), (-8.429657784529770706e-12+5.911844109031444331e-09j)
 (-1.048360201739383343e-13+3.435038248106322313e-10j), (-5.428657995027183558e-21+4.208814610712388830e-18j), (-4.049635724124025601e-19+2.756962239155991728e-16j), (-5.428657995027183558e-21+4.208814610712388830e-18j), (-1.048359549149037824e-13+3.435037618115507726e-10j), (-4.913525136813523077e-19+3.755462640617243434e-16j), (-4.049635724124025601e-19+2.756962239155991728e-16j), (-4.913525136813523077e-19+3.755462640617243434e-16j), (-1.261274029474022587e-11+7.231402133713747969e-09j)
 (-1.568593835295656491e-13+4.201763037893113876e-10j), (-8.122393742433992466e-21+5.148249802497795816e-18j), (-6.059200409956147622e-19+3.372331714968912570e-16j), (-8.122393742433992466e-21+5.148249802497795816e-18j), (-1.568592858855639898e-13+4.201762267283978468e-10j), (-7.351797234450863079e-19+4.593703803255058397e-16j), (-6.059200409956147622e-19+3.372331714968912570e-16j), (-7.351797234450863079e-19+4.593703803255058397e-16j), (-1.887159984579786715e-11+8.845488538216127453e-09j)
 (-2.346985849542613859e-13+5.139626091909476670e-10j), (-1.215321127925955213e-20+6.297371996300670579e-18j), (-9.065970852524701373e-19+4.125052611737381903e-16j), (-1.215321127925955213e-20+6.297371996300670579e-18j), (-2.346984388575299122e-13+5.139625149295147890e-10j), (-1.099997271731486595e-18+5.619042373195980085e-16j), (-9.065970852524701373e-19+4.125052611737381903e-16j), (-1.099997271731486595e-18+5.619042373195980085e-16j), (-2.823628915241503392e-11+1.081983886924540518e-08j)
 (-3.511643516792013589e-13+6.286826550260464522e-10j), (-1.818406315174552444e-20+7.702983289332431253e-18j), (-1.356478404518845188e-18+5.045779916515586724e-16j), (-1.818406315174552444e-20+7.702983289332431253e-18j), (-3.511641330840942355e-13+6.286825397248343237e-10j), (-1.645849999632316852e-18+6.873236447773798324e-16j), (-1.356478404518845188e-18+5.045779916515586724e-16j), (-1.645849999632316852e-18+6.873236447773798324e-16j), (-4.224798272732699542e-11+1.323485692846270232e-08j)
 (-5.254245355661880338e-13+7.690089757821169488e-10j), (-2.720763191359529096e-20+9.422331156712406325e-18j), (-2.029601396482561263e-18+6.172008641502878365e-16j), (-2.720763191359529096e-20+9.422331156712406325e-18j), (-5.254242084964471530e-13+7.690088347449278933e-10j), (-2.462567249450904372e-18+8.407362175130012373e-16j), (-2.029601396482561263e-18+6.172008641502878365e-16j), (-2.462567249450904372e-18+8.407362175130012373e-16j), (-6.321258019042816700e-11+1.618888518947361720e-08j)
 (-7.861587264373735605e-13+9.406570278164379227e-10j), (-4.070895897295835989e-20+1.152543923248456236e-17j), (-3.036739734071132281e-18+7.549598614706696093e-16j), (-4.070895897295835989e-20+1.152543923248456236e-17j), (-7.861582370646051712e-13+9.406568552988976682e-10j), (-3.684553280288419732e-18+1.028389109698161204e-15j), (-3.036739734071132281e-18+7.549598614706696093e-16j), (-3.684553280288419732e-18+1.028389109698161204e-15j), (-9.458011502411084773e-11+1.980220217197962319e-08j)
 (-1.176278274000631450e-12+1.150617959431528514e-09j), (-6.091002756785499732e-20+1.409795657629261522e-17j), (-4.543626913758219252e-18+9.234638123785528179e-16j), (-6.091002756785499732e-20+1.409795657629261522e-17j), (-1.176277541783301462e-12+1.150617748407113607e-09j), (-5.512900720773203600e-18+1.257922970675649105e-15j), (-4.543626913758219252e-18+9.234638123785528179e-16j), (-5.512900720773203600e-18+1.257922970675649105e-15j), (-1.415123464503215278e-10+2.422190652587305324e-08j)
 (-1.759988501419484945e-12+1.407443322351301583e-09j), (-9.113551631159757410e-20+1.724464292656400204e-17j), (-6.798222620474711448e-18+1.129572017619761277e-15j), (-9.113551631159757410e-20+1.724464292656400204e-17j), (-1.759987405850375408e-12+1.407443064225219373e-09j), (-8.248463699968063290e-18+1.538682191316085430e-15j), (-6.798222620474711448e-18+1.129572017619761277e-15j), (-8.248463699968063290e-18+1.538682191316085430e-15j), (-2.117318023871220988e-10+2.962788115394590630e-08j)
 (-2.633355325701719494e-12+1.721593306219728257e-09j), (-1.363597014876926918e-19+2.109362749061218049e-17j), (-1.017148883109713577e-17+1.381672172431668700e-15j), (-1.363597014876926918e-19+2.109362749061218049e-17j), (-2.633353686473718862e-12+1.721592990478969141e-09j), (-1.234134387089294044e-17+1.882093815053942983e-15j), (-1.017148883109713577e-17+1.381672172431668700e-15j), (-1.234134387089294044e-17+1.882093815053942983e-15j), (-3.167916816585257041e-10+3.624007004553938446e-08j)
 (-3.940115153615961891e-12+2.105862652825011239e-09j), (-2.040251691905873456e-19+2.580161408341927278e-17j), (-1.521837534337376370e-17+1.690019344884526065e-15j), (-2.040251691905873456e-19+2.580161408341927278e-17j), (-3.940112700947034765e-12+2.105862266610304824e-09j), (-1.846488283820327719e-17+2.302129810209839203e-15j), (-1.521837534337376370e-17+1.690019344884526065e-15j), (-1.846488283820327719e-17+2.302129810209839203e-15j), (-4.739748836621156103e-10+4.432734546220747416e-08j)
 (-5.895329633492007288e-12+2.575901548292693265e-09j), (-3.052673503864324097e-19+3.156023992578667923e-17j), (-2.276900098692729352e-17+2.067148723985101955e-15j), (-3.052673503864324097e-19+3.156023992578667923e-17j), (-5.895325963727942122e-12+2.575901075875131961e-09j), (-2.762630463830558145e-17+2.815870388801432813e-15j), (-2.276900098692729352e-17+2.067148723985101955e-15j), (-2.762630463830558145e-17+2.815870388801432813e-15j), (-7.091330694460863994e-10+5.421829235434372315e-08j)
 (-8.820777443907816046e-12+3.150852619024685629e-09j), (-4.567465940266462327e-19+3.860383534981889633e-17j), (-3.406493710373260220e-17+2.528377249130282803e-15j), (-4.567465940266462327e-19+3.860383534981889633e-17j), (-8.820771953090199448e-12+3.150852041165652704e-09j), (-4.133207634975586206e-17+3.444189247448749876e-15j), (-3.406493710373260220e-17+2.528377249130282803e-15j), (-4.133207634975586206e-17+3.444189247448749876e-15j), (-1.060929341886642363e-09+6.631428658399688357e-08j)
 (-1.319790585214974536e-11+3.854129811171383688e-09j), (-6.833886236784190976e-19+4.721888564903079572e-17j), (-5.096278540406315696e-17+3.092411041375569008e-15j), (-6.833886236784190976e-19+4.721888564903079572e-17j), (-1.319789763662437640e-11+3.854129104340167798e-09j), (-6.183495114240483970e-17+4.212584546060131514e-15j), (-5.096278540406315696e-17+3.092411041375569008e-15j), (-6.183495114240483970e-17+4.212584546060131514e-15j), (-1.587174608755618925e-09+8.110528511128930198e-08j)
 (-1.974705223709693487e-11+4.714370575271141019e-09j), (-1.022484120476794249e-18+5.775554637333274640e-17j), (-7.623804315830999896e-17+3.782077431703010066e-15j), (-1.022484120476794249e-18+5.775554637333274640e-17j), (-1.974703994480500062e-11+4.714369710688578515e-09j), (-9.250270288726073581e-17+5.152182305817795942e-15j), (-7.623804315830999896e-17+3.782077431703010066e-15j), (-9.250270288726073581e-17+5.152182305817795942e-15j), (-2.374282143902259503e-09+9.918876220143136917e-08j)
 (-2.954596363483500575e-11+5.766599585568740058e-09j), (-1.529817814625204576e-18+7.064163475395970860e-17j), (-1.140380946751541524e-16+4.625199802560711459e-15j), (-1.529817814625204576e-18+7.064163475395970860e-17j), (-2.954594524282703972e-11+5.766598528038887311e-09j), (-1.383679089692740452e-16+6.300940194983456948e-15j), (-1.140380946751541524e-16+4.625199802560711459e-15j), (-1.383679089692740452e-16+6.300940194983456948e-15j), (-3.551355442698714780e-09+1.212921816800041579e-07j)
 (-4.420709740142773296e-11+7.053650380329842793e-09j), (-2.288835183329091872e-18+8.639953987842188413e-17j), (-1.705563196383042689e-16+5.655631082892649365e-15j), (-2.288835183329091872e-18+8.639953987842188413e-17j), (-4.420706988300278269e-11+7.053649086813514803e-09j), (-2.069461369631378962e-16+7.705076488049095709e-15j), (-1.705563196383042689e-16+5.655631082892649365e-15j), (-2.069461369631378962e-16+7.705076488049095709e-15j), (-5.311136589726326708e-09+1.482992266303019613e-07j)
 (-6.614283202021666610e-11+8.627900974790108560e-09j), (-3.424340299194508458e-18+1.056665783445611527e-16j), (-2.550324823139594039e-16+6.914450424398655369e-15j), (-3.424340299194508458e-18+1.056665783445611527e-16j), (-6.614279084695750451e-11+8.627899392664685340e-09j), (-3.094504423016702104e-16+9.420739272428054161e-15j), (-2.550324823139594039e-16+6.914450424398655369e-15j), (-3.094504423016702104e-16+9.420739272428054161e-15j), (-7.941059224503168066e-09+1.812795953982625363e-07j)
 (-9.896212209408005616e-11+1.055339075023904354e-08j), (-5.122955904135020017e-18+1.292192562736573402e-16j), (-3.812312617042400168e-16+8.451305060906615517e-15j), (-5.122955904135020017e-18+1.292192562736573402e-16j), (-9.896206049094768149e-11+1.055338881517853772e-08j), (-4.625867680041514190e-16+1.151590550297516191e-14j), (-3.812312617042400168e-16+8.451305060906615517e-15j), (-4.625867680041514190e-16+1.151590550297516191e-14j), (-1.186906411775924766e-08+2.215213010145684593e-07j)
 (-1.480636231559444912e-10+1.290839864260891230e-08j), (-7.663663804017841243e-18+1.580018023689239316e-16j), (-5.696138965282974948e-16+1.032583168446014668e-14j), (-7.663663804017841243e-18+1.580018023689239316e-16j), (-1.480635309870958337e-10+1.290839627600739583e-08j), (-6.911921384721650681e-16+1.407244644779307324e-14j), (-5.696138965282974948e-16+1.032583168446014668e-14j), (-6.911921384721650681e-16+1.407244644779307324e-14j), (-1.773071458519997539e-08+2.705627007632111053e-07j)
 (-2.215223303996617630e-10+1.578857630657709394e-08j), (-1.146332130486349381e-17+1.931589629227489385e-16j), (-8.504979835109827221e-16+1.260900139356246047e-14j), (-1.146332130486349381e-17+1.931589629227489385e-16j), (-2.215221925021965751e-10+1.578857341242522520e-08j), (-1.032075576085613425e-15+1.718819182251606970e-14j), (-8.504979835109827221e-16+1.260900139356246047e-14j), (-1.032075576085613425e-15+1.718819182251606970e-14j), (-2.646644615345703527e-08+3.302182865826398493e-07j)
 (-3.314143739990358183e-10+1.931074315139035166e-08j), (-1.714438803184617832e-17+2.360722830058302750e-16j), (-1.268589347220341009e-15+1.538406654396149199e-14j), (-1.714438803184617832e-17+2.360722830058302750e-16j), (-3.314141676917459471e-10+1.931073961250963741e-08j), (-1.539531679615854208e-15+2.097863764654342615e-14j), (-1.268589347220341009e-15+1.538406654396149199e-14j), (-1.539531679615854208e-15+2.097863764654342615e-14j), (-3.946011778680123993e-08+4.025865356884195537e-07j)
