1.78768960319651e-06,1.795190740964268e-06
1.7876871159951964e-06,1.7951882294770665e-06
1.787683394560825e-06,1.7951844717046498e-06
1.7876778264290456e-06,1.7951788492026692e-06
1.7876694952163977e-06,1.7951704366399847e-06
1.7876570298141832e-06,1.7951578495196262e-06
1.7876383787585194e-06,1.795139016347064e-06
1.7876104726607009e-06,1.7951108377636216e-06
1.7875687191815458e-06,1.7950686765913366e-06
1.787506247523942e-06,1.7950055949499978e-06
1.78741277830658e-06,1.7949112131009438e-06
1.7872729332799056e-06,1.794770002669248e-06
1.7870637077202378e-06,1.7945587343813293e-06
1.7867506917972733e-06,1.794242662591139e-06
1.7862824241469474e-06,1.7937698238424795e-06
1.785581959809426e-06,1.7930625227479606e-06
1.7845342903757969e-06,1.7920046299179454e-06
1.7829676031207153e-06,1.7904226594789105e-06
1.780625422324849e-06,1.788057641451637e-06
1.7771253320475553e-06,1.7845234483378814e-06
1.7718981187443303e-06,1.7792453587522852e-06
1.7640987171789354e-06,1.7713701675396855e-06
1.7524773860045114e-06,1.7596361777978086e-06
1.7351966486140316e-06,1.7421885165323292e-06
1.7095784185743033e-06,1.7163241406567537e-06
1.6717705293792975e-06,1.6781558500280876e-06
1.6163413505461787e-06,1.622204463445882e-06
1.535861235183165e-06,1.540979159456264e-06
1.4206331077117554e-06,1.424710883446683e-06
1.2589078331130777e-06,1.2615786916642869e-06
1.0381242827211417e-06,1.038973601147176e-06
7.477576589676893e-07,7.463836905091799e-07
3.8383299683576336e-07,3.799440912614842e-07
-4.628645189571802e-08,-5.276973822033325e-08
-5.219779611223807e-07,-5.308779276126272e-07
-1.0133261918619133e-06,-1.0242686428226535e-06
-1.4903530926168194e-06,-1.5029104806255632e-06
-1.932301012138379e-06,-1.9461297348772076e-06
-2.3314024676526003e-06,-2.3462990552254145e-06
-2.6900549035890533e-06,-2.705926324622304e-06
-3.0148013004818584e-06,-3.031598467837725e-06
-3.311401021138813e-06,-3.3290686872594284e-06
-3.5831327392350456e-06,-3.6015977678891834e-06
-3.831640265566413e-06,-3.850824574648668e-06
-4.058260056892311e-06,-4.0780931517310904e-06
-4.264540152799253e-06,-4.2849613269713115e-06
-4.452113779415122e-06,-4.473069849904804e-06
-4.622532704698527e-06,-4.643977370764178e-06
-4.7772403127432285e-06,-4.799135550732319e-06
-4.917582725227886e-06,-4.9399013565810605e-06
-5.044808741907378e-06,-5.067538199155396e-06
-5.160069097951279e-06,-5.18321592442809e-06
-5.264419941722386e-06,-5.288013439419577e-06
-5.358829737562865e-06,-5.3829225159721475e-06
-5.444188587029322e-06,-5.468852301018427e-06
-5.521318168848031e-06,-5.546634270517102e-06
-5.5909809783864035e-06,-5.6170273940901334e-06
-5.653889579923959e-06,-5.680723339127779e-06
-5.7107178790774785e-06,-5.7383515902576496e-06
-5.7621145964872255e-06,-5.79048439733883e-06
-5.808714916429875e-06,-5.837641494096013e-06
-5.851144464974874e-06,-5.880294551600539e-06
-5.890013334879934e-06,-5.918871347359996e-06
-5.925909990545392e-06,-5.95375964293936e-06
-5.959515071015674e-06,-5.985310771764642e-06
-5.991217356651281e-06,-6.013842944841369e-06
-6.021376421383216e-06,-6.039644286189002e-06
-6.050281963137658e-06,-6.0629756123512996e-06
-6.078068351245057e-06,-6.08407297178549e-06
-6.104673766990485e-06,-6.103149960564278e-06
-6.129839532693276e-06,-6.120399830878056e-06
-6.153164694150807e-06,-6.135997408476484e-06
-6.174206308417311e-06,-6.150100834571764e-06
-6.192593040339472e-06,-6.162853146938714e-06
-6.2081144639271745e-06,-6.174383714060918e-06
-6.2207625567024986e-06,-6.184809535240072e-06
-6.230721544374749e-06,-6.194236418643614e-06
-6.238319511046597e-06,-6.2027600483395984e-06
-6.243968362972474e-06,-6.2104669504743036e-06
-6.248086122722062e-06,-6.217435367898427e-06
-6.2510205896503426e-06,-6.223736051747941e-06
