 (-6.006398234596041356e-21+5.263782606820335230e-15j), (-5.725390039016893772e-21+5.263796996875242091e-15j), (-5.723891270943331198e-21+5.263800814325822818e-15j)
 (-1.738400603775368553e-20+8.955032688045714055e-15j), (-1.657066384547697321e-20+8.955057169184660712e-15j), (-1.656669942234116026e-20+8.955063663643424442e-15j)
 (-5.031386510484313464e-20+1.523478768665050569e-14j), (-4.795981024185923475e-20+1.523482933528550219e-14j), (-4.794860244021467578e-20+1.523484038402496831e-14j)
 (-1.456216990698548032e-19+2.591824775402168849e-14j), (-1.388084119187811856e-19+2.591831860893312215e-14j), (-1.387760689351757783e-19+2.591833740568934166e-14j)
 (-4.214680337062719616e-19+4.409352991512879027e-14j), (-4.017485312943863726e-19+4.409365045740071637e-14j), (-4.016547477671986746e-19+4.409368243558671865e-14j)
 (-1.219840904601577844e-18+7.501430646863316574e-14j), (-1.162767354606722082e-18+7.501451154218623565e-14j), (-1.162495303728817424e-18+7.501456594559845947e-14j)
 (-3.530544745732014371e-18+1.276184098642458850e-13j), (-3.365358591671086470e-18+1.276187587496711531e-13j), (-3.364569846672461401e-18+1.276188513049621670e-13j)
 (-1.021833707215002363e-17+2.171113656453225983e-13j), (-9.740244184524095310e-18+2.171119592058113896e-13j), (-9.737958735614950200e-18+2.171121166701868350e-13j)
 (-2.957458856062678937e-17+3.693616384101868435e-13j), (-2.819086018016539784e-17+3.693626483005204430e-13j), (-2.818424074366206304e-17+3.693629162031438842e-13j)
 (-8.559673192468828731e-17+6.283780602811492847e-13j), (-8.159185330990458069e-17+6.283797788369189390e-13j), (-8.157268654406452689e-17+6.283802346688696737e-13j)
 (-2.477397174201481071e-16+1.069030825611109779e-12j), (-2.361485333197643531e-16+1.069033751704937063e-12j), (-2.360930451062468934e-16+1.069034527448271574e-12j)
 (-7.170245990424210977e-16+1.818693076211031954e-12j), (-6.834766379982795819e-16+1.818698066195073157e-12j), (-6.833160154848694662e-16+1.818699387069986004e-12j)
