5.126608408950163351e-21,4.407604729232750689e-21,8.678478776700409666e-21,4.407604729232750689e-21,9.150958551755361864e-21,2.630882086123261639e-21,8.678478776700409666e-21,2.630882086123261639e-21,9.135826846225060507e-21
5.118047981237592653e-21,4.400231315209206526e-21,8.663989138170556965e-21,4.400231315209206526e-21,9.135666421859571515e-21,2.626526998167715967e-21,8.663989138170556965e-21,2.626526998167715967e-21,9.120574032380653156e-21
5.103109082386804289e-21,4.387335064513374975e-21,8.638626196645329591e-21,4.387335064513374975e-21,9.108946250263732598e-21,2.618816189865620912e-21,8.638626196645329591e-21,2.618816189865620912e-21,9.093900755578944115e-21
5.077603034434719216e-21,4.365428231298960183e-21,8.595473569417492114e-21,4.365428231298960183e-21,9.063441339945574220e-21,2.605735633324827575e-21,8.595473569417492114e-21,2.605735633324827575e-21,9.048463314031838097e-21
5.034224178025938684e-21,4.328115296507642847e-21,8.522020472142167651e-21,4.328115296507642847e-21,8.985991950112557090e-21,2.583458918087509952e-21,8.522020472142167651e-21,2.583458918087509952e-21,8.971155492269614481e-21
4.960877916841714712e-21,4.264969517360958628e-21,8.397781840042341071e-21,4.264969517360958628e-21,8.854984262461879836e-21,2.545851106977390328e-21,8.397781840042341071e-21,2.545851106977390328e-21,8.840401527174441220e-21
4.837294909513142961e-21,4.158813659440308543e-21,8.188661971896054778e-21,4.158813659440308543e-21,8.634480080846861437e-21,2.482407702076622146e-21,8.188661971896054778e-21,2.482407702076622146e-21,8.620222772728365774e-21
4.630928182905103472e-21,3.981321294238308396e-21,7.839201451356534475e-21,3.981321294238308396e-21,8.266050575737064353e-21,2.376410232529000330e-21,7.839201451356534475e-21,2.376410232529000330e-21,8.252372378203090683e-21
4.290613687440275596e-21,3.688711118304821810e-21,7.263118627438926986e-21,3.688711118304821810e-21,7.658558614872194126e-21,2.201834914233340629e-21,7.263118627438926986e-21,2.201834914233340629e-21,7.645953754128310798e-21
3.743230096687260398e-21,3.218034369708141562e-21,6.336354436228346836e-21,3.218034369708141562e-21,6.681415211323943074e-21,1.920785830723528895e-21,6.336354436228346836e-21,1.920785830723528895e-21,6.670372768174730277e-21
2.901723826289737382e-21,2.494492305456766200e-21,4.911768760686425157e-21,2.494492305456766200e-21,5.179259625881293532e-21,1.488936283510142124e-21,4.911768760686425157e-21,1.488936283510142124e-21,5.170747380736393764e-21
1.724818849409316953e-21,1.482405744994045548e-21,2.919273501399066148e-21,1.482405744994045548e-21,3.078202354298103022e-21,8.850518325083294069e-22,2.919273501399066148e-21,8.850518325083294069e-22,3.073327791194030813e-21
4.349188472989073581e-22,3.726014583408464295e-22,7.348972835195031438e-22,3.726014583408464295e-22,7.748472083426671676e-22,2.231689782736450823e-22,7.348972835195031438e-22,2.231689782736450823e-22,7.741564833724123739e-22
1.759170028459236989e-22,1.496749674104634781e-22,2.974182771043494298e-22,1.496749674104634781e-22,3.119116659586561991e-22,9.239223618723100089e-23,2.974182771043494298e-22,9.239223618723100089e-23,3.133063950698509776e-22
4.764032639773252866e-21,4.084244118208611731e-21,8.054609759505758039e-21,4.084244118208611731e-21,8.491089665344643109e-21,2.447858993723996252e-21,8.054609759505758039e-21,2.447858993723996252e-21,8.483483802426002099e-21
2.441860818843807667e-20,2.097727357283975425e-20,4.133336193564929253e-20,2.097727357283975425e-20,4.356695368320919431e-20,1.255753568467132301e-20,4.133336193564929253e-20,1.255753568467132301e-20,4.351469884361213907e-20
8.046452732045949070e-20,6.914989844079861040e-20,1.362156170491381985e-19,6.914989844079861040e-20,1.435896099934080097e-19,4.135413796438018649e-20,1.362156170491381985e-19,4.135413796438018649e-20,1.433921267900258899e-19
1.952958291894686523e-19,1.677616042426912909e-19,3.305498196111072727e-19,1.677616042426912909e-19,3.484241984422355445e-19,1.003882574089207798e-19,3.305498196111072727e-19,1.003882574089207798e-19,3.479969506123378734e-19
3.069370114454192877e-19,2.634813249515731768e-19,5.195122661077327191e-19,2.634813249515731768e-19,5.473781420411527338e-19,1.581428836836916638e-19,5.195122661077327191e-19,1.581428836836916638e-19,5.469704432340291848e-19
1.192518870379880774e-19,1.024951255678884953e-19,2.027582297290963023e-19,1.024951255678884953e-19,2.125108588225402985e-19,6.288330617586932093e-20,2.027582297290963023e-19,6.288330617586932093e-20,2.130334902256959282e-19
7.650341913082449335e-19,6.546659572900448479e-19,1.294009895569484744e-18,6.546659572900448479e-19,1.361713070931728925e-18,3.964198623864660793e-19,1.294009895569484744e-18,3.964198623864660793e-19,1.362668409301579707e-18
1.795686013685911005e-17,1.543386928951560733e-17,3.039454204468017325e-17,1.543386928951560733e-17,3.204591970325053182e-17,9.217615747648002530e-18,3.039454204468017325e-17,9.217615747648002530e-18,3.199510678803002848e-17
6.736954403943282600e-17,5.787783591491812779e-17,1.139714888328910232e-16,5.787783591491812779e-17,1.202052778448397444e-16,3.452646413972179036e-17,1.139714888328910232e-16,3.452646413972179036e-17,1.199894149324986861e-16
1.045457203246602408e-16,8.988349860424857195e-17,1.768633234346655455e-16,8.988349860424857195e-17,1.865909107159854660e-16,5.346075157753452798e-17,1.768633234346655455e-16,5.346075157753452798e-17,1.861619697852570161e-16
2.513639997411657635e-14,2.161837091528627221e-14,4.244302695844479335e-14,2.161837091528627221e-14,4.487541508003239290e-14,1.270212491845576189e-14,4.244302695844479335e-14,1.270212491845576189e-14,4.467655073570141927e-14
3.604850493913851348e-13,3.100989475064278554e-13,6.066555750053437889e-13,3.100989475064278554e-13,6.436307765173072305e-13,1.785379737063920682e-13,6.066555750053437889e-13,1.785379737063920682e-13,6.385776447787953292e-13
2.700535987656582624e-18,5.167652033102515056e-18,7.395431453045135374e-18,5.167652033102515056e-18,7.815185078704591874e-18,2.071613499298841874e-18,7.395431453045135374e-18,2.071613499298841874e-18,5.774400698471125622e-18
1.011768039152701417e-10,8.723699503455163580e-11,1.693332574021278687e-10,8.723699503455163580e-11,1.808410479547166985e-10,4.808950374894180170e-11,1.693332574021278687e-10,4.808950374894180170e-11,1.781603054429626596e-10
1.456571011821951758e-09,1.259467199980140770e-09,2.449452704782513960e-09,1.259467199980140770e-09,2.606870910624552211e-09,7.057066143326790228e-10,2.449452704782513960e-09,7.057066143326790228e-10,2.575039194644565520e-09
7.105522156187304104e-10,6.168519028370672502e-10,1.209657586953831454e-09,6.168519028370672502e-10,1.274046804950996058e-09,3.653419943224243038e-10,1.209657586953831454e-09,3.653419943224243038e-10,1.270039750931265797e-09
2.678307031145624957e-08,2.337616066549276475e-08,4.634189373054287635e-08,2.337616066549276475e-08,4.814279074624359913e-08,1.484636845086011916e-08,4.634189373054287635e-08,1.484636845086011916e-08,4.856800683305651035e-08
2.025780089861049097e-07,1.779962157206991084e-07,3.550258075754035698e-07,1.779962157206991084e-07,3.652720873022294964e-07,1.181164082683094201e-07,3.550258075754035698e-07,1.181164082683094201e-07,3.712759492406830313e-07
1.103610754547046623e-07,9.765799640331009116e-08,1.939355606220461889e-07,9.765799640331009116e-08,1.996531779841154902e-07,6.411996479316510235e-08,1.939355606220461889e-07,6.411996479316510235e-08,2.023723068374309607e-07
2.199108196903201472e-07,1.958902296589942793e-07,3.829815459886338257e-07,1.958902296589942793e-07,3.990752566087278449e-07,1.196597144069586957e-07,3.829815459886338257e-07,1.196597144069586957e-07,3.988722742963867423e-07
1.720869548580167996e-06,1.542154478567632003e-06,2.947366445749675486e-06,1.542154478567632003e-06,3.131738151394996901e-06,8.353354835828707279e-07,2.947366445749675486e-06,8.353354835828707279e-07,3.064500038567872041e-06
1.204138683083008245e-06,1.084281126324569129e-06,2.024291829826512880e-06,1.084281126324569129e-06,2.196328473319360108e-06,5.102800358162379082e-07,2.024291829826512880e-06,5.102800358162379082e-07,2.101946163783389859e-06
2.404378770002430216e-07,2.172554472267051414e-07,3.963403972560658139e-07,2.172554472267051414e-07,4.392717353126406905e-07,8.716746957224157202e-08,3.963403972560658139e-07,8.716746957224157202e-08,4.111573854877466915e-07
